# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.000000,0.111123,-2.502930,0.124064,2.465622,0.535129,-0.725701,-1.009956,0.596877,0.076040,0.147795,-0.199678,-0.346694,-0.041434,0.160847,0.179698,-0.117683,1.197059,-0.538998,0.822096,0.520830,0.060476,-0.298063,-0.320777,0.217300,0.009063,-0.006860,0.024777,0.016066,0.001955,-0.009016,-0.009670,0.006580
1.000000,-0.405771,1.772480,0.859770,-1.959304,-0.493407,0.396599,0.676432,-0.355032,-0.141109,-0.398738,0.344227,0.571086,0.101232,-0.241611,-0.293185,0.183725,1.659923,1.015708,-0.481555,-1.027956,-0.232850,0.387771,0.510085,-0.312189,0.032895,0.041672,-0.012327,-0.029382,-0.008529,0.008756,0.013273,-0.007786
1.000000,0.491766,-0.803163,-1.321799,1.135562,0.329342,-0.084603,-0.282572,0.107881,0.125627,0.726810,-0.290788,-0.873427,-0.201885,0.301022,0.412863,-0.240608,1.518936,-1.148629,0.010488,1.193427,0.295180,-0.316225,-0.483386,0.264294,0.038572,-0.036328,-0.028498,0.017011,0.006073,0.000648,-0.003230,0.000535
1.000000,-0.427586,-0.085987,1.241831,-0.268704,-0.101063,-0.128340,-0.060342,0.077172,-0.040385,-0.984554,0.028020,1.165237,0.313416,-0.319698,-0.500748,0.269292,1.334085,1.001964,0.498983,-1.205531,-0.361171,0.242600,0.455554,-0.226165,-0.005216,-0.030393,0.028241,0.001914,0.000692,-0.005165,-0.005540,0.003850
1.000000,0.246981,0.723764,-0.738572,-0.462166,-0.130702,0.223580,0.295057,-0.177482,-0.069420,1.102928,0.351168,-1.367802,-0.410300,0.292088,0.535659,-0.261952,1.740318,-0.698183,-0.774800,0.971079,0.293182,-0.112859,-0.289809,0.117285,-0.011617,0.002484,-0.015764,-0.023018,-0.005636,0.007742,0.010698,-0.006122
1.000000,-0.019540,-1.016817,0.025258,0.940109,0.316004,-0.210807,-0.399016,0.192559,0.172369,-1.098611,-0.759264,1.456737,0.485303,-0.225051,-0.519779,0.222376,1.246214,0.356031,0.884793,-0.675984,-0.251591,0.028320,0.185126,-0.056163,-0.041233,-0.060599,-0.009311,0.031540,0.013207,-0.004724,-0.012804,0.005548
1.000000,-0.172249,1.017824,0.692035,-1.144706,-0.428216,0.130435,0.392306,-0.148957,-0.265920,1.006988,1.145470,-1.464974,-0.537185,0.144325,0.475063,-0.169843,1.716746,-0.049481,-0.772030,0.337679,0.118376,0.044651,-0.030323,-0.019185,-0.078376,0.006617,0.041752,-0.024784,-0.008530,-0.001061,0.004248,-0.000220
1.000000,0.338472,-0.781775,-1.250532,1.079411,0.449418,-0.013406,-0.293508,0.066315,0.333924,-0.862634,-1.470077,1.386283,0.561753,-0.048919,-0.398857,0.102327,1.346432,-0.199982,0.540038,-0.020245,-0.032736,-0.068506,-0.043930,0.042113,-0.060355,0.000295,-0.035277,0.007768,0.004581,0.003363,0.000258,-0.001655
1.000000,-0.405605,0.389193,1.540144,-0.806111,-0.381233,-0.092280,0.149531,0.018404,-0.396200,0.681624,1.736112,-1.251588,-0.565495,-0.043366,0.311870,-0.035427,1.563184,0.377097,-0.176748,-0.240893,-0.112611,0.060415,0.128943,-0.058215,-0.081022,-0.021854,0.018259,0.006962,0.004571,-0.001882,-0.004377,0.002354
1.000000,0.412043,0.090828,-1.458943,0.380909,0.218899,0.153704,0.010267,-0.082685,0.437530,-0.456491,-1.911190,1.050238,0.534176,0.132382,-0.205896,-0.034148,1.541172,-0.481294,-0.259311,0.454153,0.202645,-0.017000,-0.140549,0.033568,-0.076989,0.034643,0.031541,0.001295,-0.001939,-0.005183,-0.003530,0.003092
1.000000,-0.274978,-0.557410,0.951830,0.104896,0.014749,-0.135745,-0.136955,0.097138,-0.453399,0.196048,1.962860,-0.802327,-0.473945,-0.198969,0.104049,0.089732,1.333385,0.479814,0.745733,-0.541337,-0.312162,-0.062106,0.134201,0.007903,-0.017070,0.068404,-0.016050,-0.020659,-0.011492,0.003679,0.010859,-0.003850
1.000000,0.063526,0.899449,-0.016855,-0.532813,-0.290340,0.013335,0.187896,-0.040943,0.424050,0.076583,-1.832369,0.533809,0.377549,0.230785,-0.013299,-0.125225,1.785433,-0.351374,-1.193316,0.549602,0.346074,0.143954,-0.074430,-0.065736,0.013820,-0.015043,-0.028156,0.052589,0.026698,0.001212,-0.014751,0.001504
1.000000,0.283254,-0.986614,-1.265352,0.764093,0.560368,0.236553,-0.109475,-0.107828,-0.328117,-0.278973,1.513002,-0.296986,-0.280224,-0.227523,-0.044598,0.135529,1.140206,0.108129,1.474558,-0.415936,-0.357954,-0.234281,-0.004542,0.130104,0.037874,0.121289,0.112240,-0.070882,-0.055152,-0.022876,0.011261,0.010082
1.000000,-0.625000,0.787557,2.848165,-0.592366,-1.048604,-1.108966,-0.404281,1.065449,0.192110,0.278674,-1.157401,0.158428,0.309406,0.346531,0.137107,-0.318868,1.840284,0.089692,-1.599735,0.272226,0.480575,0.523088,0.199118,-0.491335,0.143836,-0.063725,-0.279439,0.057846,0.099610,0.105564,0.038607,-0.101262
