t,x,y,z,vx,vy,vz,ax,ay,az,wx,wy,wz,yaw
1.070,-0.036,-0.159,1.982,-1.144,-0.135,-0.086,0.085,0.399,-1.731,0.000,0.000,0.000,0.000
1.080,-0.048,-0.160,1.981,-1.143,-0.131,-0.103,0.111,0.409,-1.728,0.000,0.000,0.000,0.000
1.090,-0.059,-0.162,1.980,-1.142,-0.126,-0.121,0.138,0.419,-1.724,0.000,0.000,0.000,0.000
1.100,-0.071,-0.163,1.979,-1.141,-0.122,-0.138,0.165,0.429,-1.720,0.000,0.000,0.000,0.000
1.110,-0.082,-0.164,1.977,-1.139,-0.118,-0.155,0.191,0.439,-1.715,0.000,0.000,0.000,0.000
1.120,-0.093,-0.165,1.976,-1.137,-0.113,-0.172,0.218,0.448,-1.710,0.000,0.000,0.000,0.000
1.130,-0.105,-0.166,1.974,-1.135,-0.109,-0.189,0.245,0.458,-1.705,0.000,0.000,0.000,0.000
1.140,-0.116,-0.167,1.972,-1.133,-0.104,-0.206,0.271,0.467,-1.699,0.000,0.000,0.000,0.000
1.150,-0.127,-0.168,1.970,-1.130,-0.100,-0.223,0.298,0.476,-1.693,0.000,0.000,0.000,0.000
1.160,-0.139,-0.169,1.967,-1.127,-0.095,-0.240,0.324,0.486,-1.686,0.000,0.000,0.000,0.000
1.170,-0.150,-0.170,1.965,-1.124,-0.090,-0.257,0.351,0.495,-1.679,0.000,0.000,0.000,0.000
1.180,-0.161,-0.171,1.962,-1.120,-0.085,-0.274,0.377,0.503,-1.671,0.000,0.000,0.000,0.000
1.190,-0.172,-0.172,1.959,-1.117,-0.080,-0.291,0.403,0.512,-1.663,0.000,0.000,0.000,0.000
1.200,-0.184,-0.173,1.956,-1.113,-0.075,-0.307,0.430,0.521,-1.655,0.000,0.000,0.000,0.000
1.210,-0.195,-0.174,1.953,-1.108,-0.069,-0.324,0.456,0.529,-1.646,0.000,0.000,0.000,0.000
1.220,-0.206,-0.174,1.950,-1.104,-0.064,-0.340,0.482,0.537,-1.637,0.000,0.000,0.000,0.000
1.230,-0.217,-0.175,1.946,-1.099,-0.058,-0.357,0.508,0.545,-1.627,0.000,0.000,0.000,0.000
1.240,-0.228,-0.175,1.943,-1.094,-0.053,-0.373,0.534,0.553,-1.617,0.000,0.000,0.000,0.000
1.250,-0.239,-0.176,1.939,-1.089,-0.047,-0.389,0.559,0.561,-1.607,0.000,0.000,0.000,0.000
1.260,-0.249,-0.176,1.935,-1.083,-0.042,-0.405,0.585,0.569,-1.596,0.000,0.000,0.000,0.000
1.270,-0.260,-0.177,1.931,-1.077,-0.036,-0.421,0.611,0.576,-1.585,0.000,0.000,0.000,0.000
1.280,-0.271,-0.177,1.927,-1.071,-0.030,-0.437,0.636,0.583,-1.573,0.000,0.000,0.000,0.000
1.290,-0.282,-0.177,1.922,-1.065,-0.024,-0.453,0.661,0.590,-1.561,0.000,0.000,0.000,0.000
1.300,-0.292,-0.178,1.917,-1.058,-0.018,-0.468,0.686,0.597,-1.548,0.000,0.000,0.000,0.000
1.310,-0.303,-0.178,1.913,-1.052,-0.012,-0.484,0.711,0.604,-1.535,0.000,0.000,0.000,0.000
1.320,-0.313,-0.178,1.908,-1.045,-0.006,-0.499,0.736,0.610,-1.522,0.000,0.000,0.000,0.000
1.330,-0.324,-0.178,1.903,-1.037,-0.000,-0.514,0.761,0.617,-1.508,0.000,0.000,0.000,0.000
1.340,-0.334,-0.178,1.898,-1.030,0.006,-0.530,0.786,0.623,-1.494,0.000,0.000,0.000,0.000
1.350,-0.344,-0.178,1.892,-1.022,0.012,-0.545,0.810,0.629,-1.480,0.000,0.000,0.000,0.000
1.360,-0.355,-0.178,1.887,-1.014,0.019,-0.559,0.834,0.634,-1.465,0.000,0.000,0.000,0.000
1.370,-0.365,-0.177,1.881,-1.006,0.025,-0.574,0.858,0.640,-1.450,0.000,0.000,0.000,0.000
1.380,-0.375,-0.177,1.875,-0.997,0.032,-0.589,0.882,0.645,-1.434,0.000,0.000,0.000,0.000
1.390,-0.385,-0.177,1.869,-0.988,0.038,-0.603,0.906,0.650,-1.418,0.000,0.000,0.000,0.000
1.400,-0.394,-0.176,1.863,-0.979,0.045,-0.617,0.929,0.655,-1.402,0.000,0.000,0.000,0.000
1.410,-0.404,-0.176,1.857,-0.970,0.051,-0.631,0.953,0.660,-1.386,0.000,0.000,0.000,0.000
1.420,-0.414,-0.175,1.850,-0.960,0.058,-0.645,0.976,0.664,-1.369,0.000,0.000,0.000,0.000
1.430,-0.423,-0.175,1.844,-0.951,0.065,-0.659,0.998,0.668,-1.351,0.000,0.000,0.000,0.000
1.440,-0.433,-0.174,1.837,-0.941,0.071,-0.672,1.021,0.672,-1.334,0.000,0.000,0.000,0.000
1.450,-0.442,-0.173,1.831,-0.931,0.078,-0.686,1.044,0.676,-1.316,0.000,0.000,0.000,0.000
1.460,-0.451,-0.172,1.824,-0.920,0.085,-0.699,1.066,0.680,-1.297,0.000,0.000,0.000,0.000
1.470,-0.461,-0.172,1.817,-0.910,0.092,-0.712,1.088,0.683,-1.279,0.000,0.000,0.000,0.000
1.480,-0.470,-0.171,1.809,-0.899,0.099,-0.725,1.109,0.686,-1.260,0.000,0.000,0.000,0.000
1.490,-0.479,-0.170,1.802,-0.888,0.106,-0.737,1.131,0.689,-1.240,0.000,0.000,0.000,0.000
1.500,-0.487,-0.168,1.795,-0.876,0.113,-0.750,1.152,0.691,-1.221,0.000,0.000,0.000,0.000
1.510,-0.496,-0.167,1.787,-0.865,0.119,-0.762,1.173,0.694,-1.201,0.000,0.000,0.000,0.000
1.520,-0.505,-0.166,1.779,-0.853,0.126,-0.774,1.194,0.696,-1.180,0.000,0.000,0.000,0.000
1.530,-0.513,-0.165,1.772,-0.841,0.133,-0.786,1.214,0.698,-1.160,0.000,0.000,0.000,0.000
1.540,-0.521,-0.163,1.764,-0.829,0.140,-0.797,1.234,0.699,-1.139,0.000,0.000,0.000,0.000
1.550,-0.530,-0.162,1.756,-0.817,0.148,-0.809,1.254,0.700,-1.118,0.000,0.000,0.000,0.000
1.560,-0.538,-0.160,1.747,-0.804,0.155,-0.820,1.274,0.702,-1.097,0.000,0.000,0.000,0.000
1.570,-0.546,-0.159,1.739,-0.792,0.162,-0.831,1.293,0.702,-1.075,0.000,0.000,0.000,0.000
1.580,-0.554,-0.157,1.731,-0.779,0.169,-0.842,1.312,0.703,-1.053,0.000,0.000,0.000,0.000
1.590,-0.561,-0.156,1.722,-0.766,0.176,-0.852,1.331,0.703,-1.031,0.000,0.000,0.000,0.000
1.600,-0.569,-0.154,1.714,-0.753,0.183,-0.862,1.349,0.703,-1.008,0.000,0.000,0.000,0.000
1.610,-0.576,-0.152,1.705,-0.739,0.190,-0.873,1.368,0.703,-0.986,0.000,0.000,0.000,0.000
1.620,-0.584,-0.150,1.696,-0.725,0.197,-0.882,1.385,0.703,-0.963,0.000,0.000,0.000,0.000
1.630,-0.591,-0.148,1.688,-0.712,0.204,-0.892,1.403,0.702,-0.939,0.000,0.000,0.000,0.000
1.640,-0.598,-0.146,1.679,-0.698,0.211,-0.902,1.420,0.701,-0.916,0.000,0.000,0.000,0.000
1.650,-0.605,-0.144,1.669,-0.683,0.218,-0.911,1.437,0.700,-0.892,0.000,0.000,0.000,0.000
1.660,-0.612,-0.141,1.660,-0.669,0.225,-0.920,1.453,0.698,-0.869,0.000,0.000,0.000,0.000
1.670,-0.618,-0.139,1.651,-0.655,0.232,-0.928,1.470,0.697,-0.844,0.000,0.000,0.000,0.000
1.680,-0.625,-0.137,1.642,-0.640,0.239,-0.937,1.485,0.695,-0.820,0.000,0.000,0.000,0.000
1.690,-0.631,-0.134,1.632,-0.625,0.246,-0.945,1.501,0.692,-0.796,0.000,0.000,0.000,0.000
1.700,-0.637,-0.132,1.623,-0.610,0.253,-0.953,1.516,0.690,-0.771,0.000,0.000,0.000,0.000
1.710,-0.643,-0.129,1.613,-0.595,0.260,-0.961,1.531,0.687,-0.746,0.000,0.000,0.000,0.000
1.720,-0.649,-0.127,1.604,-0.580,0.267,-0.968,1.546,0.684,-0.721,0.000,0.000,0.000,0.000
1.730,-0.655,-0.124,1.594,-0.564,0.274,-0.976,1.560,0.681,-0.696,0.000,0.000,0.000,0.000
1.740,-0.660,-0.121,1.584,-0.549,0.281,-0.983,1.573,0.677,-0.670,0.000,0.000,0.000,0.000
1.750,-0.666,-0.118,1.574,-0.533,0.288,-0.989,1.587,0.673,-0.645,0.000,0.000,0.000,0.000
1.760,-0.671,-0.115,1.564,-0.517,0.294,-0.996,1.600,0.669,-0.619,0.000,0.000,0.000,0.000
1.770,-0.676,-0.112,1.554,-0.501,0.301,-1.002,1.612,0.665,-0.593,0.000,0.000,0.000,0.000
1.780,-0.681,-0.109,1.544,-0.485,0.308,-1.008,1.625,0.660,-0.567,0.000,0.000,0.000,0.000
1.790,-0.686,-0.106,1.534,-0.469,0.314,-1.014,1.637,0.655,-0.541,0.000,0.000,0.000,0.000
1.800,-0.690,-0.103,1.524,-0.452,0.321,-1.019,1.648,0.650,-0.515,0.000,0.000,0.000,0.000
1.810,-0.695,-0.100,1.514,-0.436,0.328,-1.024,1.659,0.644,-0.488,0.000,0.000,0.000,0.000
1.820,-0.699,-0.097,1.504,-0.419,0.334,-1.029,1.670,0.639,-0.462,0.000,0.000,0.000,0.000
1.830,-0.703,-0.093,1.493,-0.403,0.340,-1.034,1.680,0.633,-0.435,0.000,0.000,0.000,0.000
1.840,-0.707,-0.090,1.483,-0.386,0.347,-1.038,1.690,0.626,-0.409,0.000,0.000,0.000,0.000
1.850,-0.711,-0.086,1.472,-0.369,0.353,-1.042,1.700,0.620,-0.382,0.000,0.000,0.000,0.000
1.860,-0.715,-0.083,1.462,-0.352,0.359,-1.046,1.709,0.613,-0.355,0.000,0.000,0.000,0.000
1.870,-0.718,-0.079,1.452,-0.335,0.365,-1.050,1.718,0.606,-0.328,0.000,0.000,0.000,0.000
1.880,-0.721,-0.075,1.441,-0.318,0.372,-1.053,1.726,0.599,-0.301,0.000,0.000,0.000,0.000
1.890,-0.724,-0.072,1.431,-0.301,0.378,-1.056,1.734,0.591,-0.274,0.000,0.000,0.000,0.000
1.900,-0.727,-0.068,1.420,-0.283,0.384,-1.059,1.742,0.583,-0.247,0.000,0.000,0.000,0.000
1.910,-0.730,-0.064,1.409,-0.266,0.389,-1.061,1.749,0.575,-0.220,0.000,0.000,0.000,0.000
1.920,-0.733,-0.060,1.399,-0.248,0.395,-1.064,1.756,0.567,-0.192,0.000,0.000,0.000,0.000
1.930,-0.735,-0.056,1.388,-0.231,0.401,-1.066,1.762,0.558,-0.165,0.000,0.000,0.000,0.000
1.940,-0.737,-0.052,1.377,-0.213,0.406,-1.067,1.768,0.550,-0.138,0.000,0.000,0.000,0.000
1.950,-0.739,-0.048,1.367,-0.195,0.412,-1.069,1.773,0.541,-0.111,0.000,0.000,0.000,0.000
1.960,-0.741,-0.044,1.356,-0.178,0.417,-1.070,1.778,0.531,-0.083,0.000,0.000,0.000,0.000
1.970,-0.743,-0.040,1.345,-0.160,0.423,-1.071,1.783,0.522,-0.056,0.000,0.000,0.000,0.000
1.980,-0.744,-0.035,1.335,-0.142,0.428,-1.071,1.787,0.512,-0.029,0.000,0.000,0.000,0.000
1.990,-0.746,-0.031,1.324,-0.124,0.433,-1.072,1.791,0.502,-0.001,0.000,0.000,0.000,0.000
2.000,-0.747,-0.027,1.313,-0.106,0.438,-1.072,1.794,0.492,0.026,0.000,0.000,0.000,0.000
2.010,-0.748,-0.022,1.302,-0.088,0.443,-1.071,1.797,0.481,0.053,0.000,0.000,0.000,0.000
2.020,-0.749,-0.018,1.292,-0.070,0.448,-1.071,1.800,0.471,0.080,0.000,0.000,0.000,0.000
2.030,-0.749,-0.013,1.281,-0.052,0.453,-1.070,1.802,0.460,0.108,0.000,0.000,0.000,0.000
2.040,-0.750,-0.009,1.270,-0.034,0.457,-1.069,1.803,0.448,0.135,0.000,0.000,0.000,0.000
2.050,-0.750,-0.004,1.260,-0.016,0.462,-1.068,1.805,0.437,0.162,0.000,0.000,0.000,0.000
2.060,-0.750,0.000,1.249,0.002,0.466,-1.066,1.805,0.425,0.189,0.000,0.000,0.000,0.000
2.070,-0.750,0.005,1.238,0.020,0.470,-1.064,1.806,0.414,0.216,0.000,0.000,0.000,0.000
2.080,-0.750,0.010,1.228,0.038,0.475,-1.062,1.806,0.402,0.243,0.000,0.000,0.000,0.000
2.090,-0.749,0.015,1.217,0.056,0.479,-1.060,1.805,0.389,0.269,0.000,0.000,0.000,0.000
2.100,-0.748,0.019,1.207,0.074,0.483,-1.057,1.804,0.377,0.296,0.000,0.000,0.000,0.000
2.110,-0.748,0.024,1.196,0.092,0.486,-1.054,1.803,0.364,0.323,0.000,0.000,0.000,0.000
2.120,-0.747,0.029,1.185,0.110,0.490,-1.051,1.801,0.351,0.349,0.000,0.000,0.000,0.000
2.130,-0.745,0.034,1.175,0.128,0.493,-1.048,1.798,0.338,0.375,0.000,0.000,0.000,0.000
2.140,-0.744,0.039,1.164,0.146,0.497,-1.044,1.796,0.325,0.402,0.000,0.000,0.000,0.000
2.150,-0.743,0.044,1.154,0.164,0.500,-1.040,1.793,0.312,0.428,0.000,0.000,0.000,0.000
2.160,-0.741,0.049,1.144,0.182,0.503,-1.036,1.789,0.298,0.454,0.000,0.000,0.000,0.000
2.170,-0.739,0.054,1.133,0.200,0.506,-1.031,1.785,0.284,0.480,0.000,0.000,0.000,0.000
2.180,-0.737,0.059,1.123,0.218,0.509,-1.026,1.780,0.270,0.505,0.000,0.000,0.000,0.000
2.190,-0.735,0.064,1.113,0.235,0.512,-1.021,1.776,0.256,0.531,0.000,0.000,0.000,0.000
2.200,-0.732,0.069,1.103,0.253,0.514,-1.016,1.770,0.241,0.556,0.000,0.000,0.000,0.000
2.210,-0.729,0.075,1.093,0.271,0.517,-1.011,1.764,0.227,0.581,0.000,0.000,0.000,0.000
2.220,-0.727,0.080,1.082,0.289,0.519,-1.005,1.758,0.212,0.606,0.000,0.000,0.000,0.000
2.230,-0.724,0.085,1.072,0.306,0.521,-0.999,1.752,0.197,0.631,0.000,0.000,0.000,0.000
2.240,-0.721,0.090,1.062,0.324,0.523,-0.993,1.745,0.182,0.656,0.000,0.000,0.000,0.000
2.250,-0.717,0.095,1.053,0.341,0.525,-0.986,1.737,0.167,0.680,0.000,0.000,0.000,0.000
2.260,-0.714,0.101,1.043,0.359,0.527,-0.979,1.729,0.152,0.705,0.000,0.000,0.000,0.000
