# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.666667,0.049892,-1.586192,-0.613040,0.961601,0.281614,0.006772,-0.131232,-0.153778,0.231964,-0.280420,-0.494344,0.725268,0.181241,-0.016556,-0.108314,-0.117184,1.760062,-0.579674,-0.277313,0.647910,0.160387,-0.018819,-0.095067,-0.093769,-0.023616,0.044712,0.035756,-0.078847,-0.004549,0.014853,0.013726,0.000742
0.666667,-0.959115,-0.979184,1.267099,-0.098159,-0.112428,-0.106116,-0.007407,0.120237,0.057455,0.068334,0.745451,-0.317024,-0.285607,-0.170315,0.013023,0.193005,1.457705,-0.046783,0.849454,-0.219668,-0.202955,-0.129817,0.006565,0.145891,0.001027,0.007837,-0.047336,0.061509,0.007800,-0.009098,-0.011229,-0.004022
0.666667,-1.107628,0.409387,0.767114,-0.082224,-0.110743,-0.113996,-0.024784,0.095415,0.273985,0.261759,-0.582527,-0.424075,0.059596,0.176287,0.103127,-0.063061,1.690894,0.519020,-0.092837,-0.290317,-0.029589,0.052542,0.052820,0.003776,0.002559,0.015648,0.025130,-0.052477,-0.006611,0.009578,0.010875,0.002796
0.666667,-0.551606,1.117787,0.160015,-0.371395,-0.140511,-0.020952,0.049608,0.071551,0.104288,-0.792904,-0.618253,0.693488,0.282719,0.064435,-0.092078,-0.172334,1.915559,0.069026,-0.429754,0.203405,0.093971,0.040996,-0.020963,-0.073398,0.009686,-0.008879,-0.029120,0.056237,0.007278,-0.010316,-0.012124,-0.003789
0.666667,0.132689,0.731890,-0.674693,-0.050559,-0.019389,0.015499,0.008484,-0.019248,-0.447455,-0.472536,0.964157,-0.003310,-0.108110,-0.105909,-0.015726,0.101708,1.848667,-0.142579,0.084025,0.004529,-0.031679,-0.019204,0.000586,0.019165,0.006280,0.013807,0.025794,-0.068249,-0.009517,0.013167,0.015940,0.005719
0.666667,0.303601,-0.247910,-0.809685,-0.116177,0.112657,0.172055,0.080441,-0.077326,-0.365675,0.625940,0.590110,-0.152336,-0.130322,-0.102114,-0.014541,0.085197,1.784687,-0.068780,0.006441,-0.029325,-0.000804,0.007776,0.006731,-0.000176,0.008315,-0.024966,-0.034024,0.098893,0.021141,-0.013529,-0.022763,-0.013997
0.666667,-0.208508,-1.162904,-0.207323,0.891019,0.413888,0.092536,-0.133790,-0.248937,0.233273,0.995198,-0.172123,-0.450851,-0.191092,-0.026180,0.067142,0.095385,1.734453,-0.087355,-0.011858,0.041759,0.018728,0.006589,-0.003920,-0.011468,0.005427,0.046631,0.073894,-0.136528,-0.042860,0.007899,0.030560,0.030041
0.666667,-0.744289,0.071926,1.867764,-0.107884,-0.440024,-0.386956,-0.081998,0.295082,0.656937,0.023898,-1.198254,-0.019453,0.151766,0.164538,0.041758,-0.127298,1.686871,-0.028928,0.097795,0.018469,-0.006048,-0.009519,-0.003056,0.006645,0.025919,-0.037269,-0.116427,0.173072,0.067752,-0.001003,-0.039759,-0.049980
0.666667,-0.025989,1.631298,-0.094862,-1.446923,-0.494691,0.007665,0.270082,0.326668,0.182410,-1.302568,-0.573235,0.483910,0.258834,0.102283,-0.049404,-0.157298,1.714195,0.111189,0.099722,-0.012135,-0.022314,-0.017809,-0.003699,0.011598,0.007443,0.055436,0.151398,-0.231859,-0.109501,-0.011469,0.053066,0.080442
0.666667,0.536786,-0.588997,-2.581553,1.126897,1.041269,0.576289,-0.086834,-0.701204,-0.746306,-1.149583,0.806489,0.248464,0.091632,0.003790,-0.020084,-0.005104,1.822648,0.188142,-0.015705,-0.092525,-0.068019,-0.030933,0.006366,0.035200,0.029216,-0.101590,-0.258620,0.295765,0.168630,0.035421,-0.068214,-0.126683
0.666667,-0.436430,-1.224796,1.960063,1.102499,-0.191536,-0.501859,-0.332054,0.075833,-1.064099,0.350359,1.485376,0.355360,-0.131236,-0.309693,-0.207516,0.033751,1.898791,-0.040669,-0.357588,-0.130310,0.028102,0.081263,0.057954,-0.004513,-0.041247,0.051030,0.335094,-0.377189,-0.242352,-0.060646,0.091402,0.185865
0.666667,-0.183791,1.920191,1.393156,-3.082198,-1.466806,-0.036545,1.160624,1.935364,-0.148016,2.200043,0.406998,-2.367401,-1.153360,0.018013,0.984424,1.603094,1.695216,-0.534616,-0.143255,0.618027,0.300827,-0.001866,-0.252283,-0.412944,-0.007013,-0.165787,-0.460432,0.533632,0.358179,0.057427,-0.213551,-0.397546
